Ref_Date,GEO,PRO,COM,Value
1999/05,Canada,Meal produced,Soybeans,x
1999/06,Canada,Meal produced,Soybeans,x
1999/07,Canada,Meal produced,Soybeans,x
1999/08,Canada,Meal produced,Soybeans,x
1999/09,Canada,Meal produced,Soybeans,x
1999/10,Canada,Meal produced,Soybeans,x
1999/11,Canada,Meal produced,Soybeans,x
1999/12,Canada,Meal produced,Soybeans,x
2000/01,Canada,Meal produced,Soybeans,x
2000/02,Canada,Meal produced,Soybeans,x
2000/03,Canada,Meal produced,Soybeans,x
2000/04,Canada,Meal produced,Soybeans,x
2000/05,Canada,Meal produced,Soybeans,x
2000/06,Canada,Meal produced,Soybeans,x
2000/07,Canada,Meal produced,Soybeans,x
2000/08,Canada,Meal produced,Soybeans,x
2000/09,Canada,Meal produced,Soybeans,x
2000/10,Canada,Meal produced,Soybeans,x
2000/11,Canada,Meal produced,Soybeans,x
2000/12,Canada,Meal produced,Soybeans,x
2001/01,Canada,Meal produced,Soybeans,x
2001/02,Canada,Meal produced,Soybeans,x
2001/03,Canada,Meal produced,Soybeans,x
2001/04,Canada,Meal produced,Soybeans,x
2001/05,Canada,Meal produced,Soybeans,x
2001/06,Canada,Meal produced,Soybeans,x
2001/07,Canada,Meal produced,Soybeans,x
2001/08,Canada,Meal produced,Soybeans,x
2001/09,Canada,Meal produced,Soybeans,x
2001/10,Canada,Meal produced,Soybeans,x
2001/11,Canada,Meal produced,Soybeans,x
2001/12,Canada,Meal produced,Soybeans,x
2002/01,Canada,Meal produced,Soybeans,x
2002/02,Canada,Meal produced,Soybeans,x
2002/03,Canada,Meal produced,Soybeans,x
2002/04,Canada,Meal produced,Soybeans,x
2002/05,Canada,Meal produced,Soybeans,x
2002/06,Canada,Meal produced,Soybeans,x
2002/07,Canada,Meal produced,Soybeans,x
2002/08,Canada,Meal produced,Soybeans,x
2002/09,Canada,Meal produced,Soybeans,x
2002/10,Canada,Meal produced,Soybeans,x
2002/11,Canada,Meal produced,Soybeans,x
2002/12,Canada,Meal produced,Soybeans,x
2003/01,Canada,Meal produced,Soybeans,x
2003/02,Canada,Meal produced,Soybeans,x
2003/03,Canada,Meal produced,Soybeans,x
2003/04,Canada,Meal produced,Soybeans,x
2003/05,Canada,Meal produced,Soybeans,x
2003/06,Canada,Meal produced,Soybeans,x
2003/07,Canada,Meal produced,Soybeans,x
2003/08,Canada,Meal produced,Soybeans,x
2003/09,Canada,Meal produced,Soybeans,x
2003/10,Canada,Meal produced,Soybeans,x
2003/11,Canada,Meal produced,Soybeans,x
2003/12,Canada,Meal produced,Soybeans,x
2004/01,Canada,Meal produced,Soybeans,x
2004/02,Canada,Meal produced,Soybeans,x
2004/03,Canada,Meal produced,Soybeans,x
2004/04,Canada,Meal produced,Soybeans,x
2004/05,Canada,Meal produced,Soybeans,x
2004/06,Canada,Meal produced,Soybeans,x
2004/07,Canada,Meal produced,Soybeans,x
2004/08,Canada,Meal produced,Soybeans,x
2004/09,Canada,Meal produced,Soybeans,x
2004/10,Canada,Meal produced,Soybeans,x
2004/11,Canada,Meal produced,Soybeans,x
2004/12,Canada,Meal produced,Soybeans,x
2005/01,Canada,Meal produced,Soybeans,x
2005/02,Canada,Meal produced,Soybeans,x
2005/03,Canada,Meal produced,Soybeans,x
2005/04,Canada,Meal produced,Soybeans,x
2005/05,Canada,Meal produced,Soybeans,x
2005/06,Canada,Meal produced,Soybeans,x
2005/07,Canada,Meal produced,Soybeans,x
2005/08,Canada,Meal produced,Soybeans,x
2005/09,Canada,Meal produced,Soybeans,x
2005/10,Canada,Meal produced,Soybeans,x
2005/11,Canada,Meal produced,Soybeans,x
2005/12,Canada,Meal produced,Soybeans,x
2006/01,Canada,Meal produced,Soybeans,x
2006/02,Canada,Meal produced,Soybeans,x
2006/03,Canada,Meal produced,Soybeans,x
2006/04,Canada,Meal produced,Soybeans,x
2006/05,Canada,Meal produced,Soybeans,x
2006/06,Canada,Meal produced,Soybeans,x
2006/07,Canada,Meal produced,Soybeans,x
2006/08,Canada,Meal produced,Soybeans,x
2006/09,Canada,Meal produced,Soybeans,x
2006/10,Canada,Meal produced,Soybeans,x
2006/11,Canada,Meal produced,Soybeans,x
2006/12,Canada,Meal produced,Soybeans,x
2007/01,Canada,Meal produced,Soybeans,x
2007/02,Canada,Meal produced,Soybeans,x
2007/03,Canada,Meal produced,Soybeans,x
2007/04,Canada,Meal produced,Soybeans,x
2007/05,Canada,Meal produced,Soybeans,x
2007/06,Canada,Meal produced,Soybeans,x
2007/07,Canada,Meal produced,Soybeans,x
2007/08,Canada,Meal produced,Soybeans,x
2007/09,Canada,Meal produced,Soybeans,x
2007/10,Canada,Meal produced,Soybeans,x
2007/11,Canada,Meal produced,Soybeans,x
2007/12,Canada,Meal produced,Soybeans,x
2008/01,Canada,Meal produced,Soybeans,x
2008/02,Canada,Meal produced,Soybeans,x
2008/03,Canada,Meal produced,Soybeans,x
2008/04,Canada,Meal produced,Soybeans,x
2008/05,Canada,Meal produced,Soybeans,x
2008/06,Canada,Meal produced,Soybeans,x
2008/07,Canada,Meal produced,Soybeans,x
2008/08,Canada,Meal produced,Soybeans,x
2008/09,Canada,Meal produced,Soybeans,x
2008/10,Canada,Meal produced,Soybeans,x
2008/11,Canada,Meal produced,Soybeans,x
2008/12,Canada,Meal produced,Soybeans,x
2009/01,Canada,Meal produced,Soybeans,x
2009/02,Canada,Meal produced,Soybeans,x
2009/03,Canada,Meal produced,Soybeans,x
2009/04,Canada,Meal produced,Soybeans,x
2009/05,Canada,Meal produced,Soybeans,x
2009/06,Canada,Meal produced,Soybeans,x
2009/07,Canada,Meal produced,Soybeans,x
2009/08,Canada,Meal produced,Soybeans,x
2009/09,Canada,Meal produced,Soybeans,x
2009/10,Canada,Meal produced,Soybeans,x
2009/11,Canada,Meal produced,Soybeans,x
2009/12,Canada,Meal produced,Soybeans,x
2010/01,Canada,Meal produced,Soybeans,x
2010/02,Canada,Meal produced,Soybeans,x
2010/03,Canada,Meal produced,Soybeans,x
2010/04,Canada,Meal produced,Soybeans,x
2010/05,Canada,Meal produced,Soybeans,x
2010/06,Canada,Meal produced,Soybeans,x
2010/07,Canada,Meal produced,Soybeans,x
2010/08,Canada,Meal produced,Soybeans,x
2010/09,Canada,Meal produced,Soybeans,x
2010/10,Canada,Meal produced,Soybeans,x
2010/11,Canada,Meal produced,Soybeans,x
2010/12,Canada,Meal produced,Soybeans,x
2011/01,Canada,Meal produced,Soybeans,x
2011/02,Canada,Meal produced,Soybeans,x
2011/03,Canada,Meal produced,Soybeans,x
2011/04,Canada,Meal produced,Soybeans,x
2011/05,Canada,Meal produced,Soybeans,x
2011/06,Canada,Meal produced,Soybeans,x
2011/07,Canada,Meal produced,Soybeans,x
2011/08,Canada,Meal produced,Soybeans,x
2011/09,Canada,Meal produced,Soybeans,x
2011/10,Canada,Meal produced,Soybeans,x
2011/11,Canada,Meal produced,Soybeans,x
2011/12,Canada,Meal produced,Soybeans,x
2012/01,Canada,Meal produced,Soybeans,x
2012/02,Canada,Meal produced,Soybeans,x
2012/03,Canada,Meal produced,Soybeans,x
2012/04,Canada,Meal produced,Soybeans,x
2012/05,Canada,Meal produced,Soybeans,x
2012/06,Canada,Meal produced,Soybeans,x
2012/07,Canada,Meal produced,Soybeans,x
2012/08,Canada,Meal produced,Soybeans,x
2012/09,Canada,Meal produced,Soybeans,x
2012/10,Canada,Meal produced,Soybeans,x
2012/11,Canada,Meal produced,Soybeans,x
2012/12,Canada,Meal produced,Soybeans,x
2013/01,Canada,Meal produced,Soybeans,x
2013/02,Canada,Meal produced,Soybeans,x
2013/03,Canada,Meal produced,Soybeans,x
2013/04,Canada,Meal produced,Soybeans,x
2013/05,Canada,Meal produced,Soybeans,x
2013/06,Canada,Meal produced,Soybeans,x
2013/07,Canada,Meal produced,Soybeans,x
2013/08,Canada,Meal produced,Soybeans,x
2013/09,Canada,Meal produced,Soybeans,x
2013/10,Canada,Meal produced,Soybeans,x
2013/11,Canada,Meal produced,Soybeans,x
2013/12,Canada,Meal produced,Soybeans,x
2014/01,Canada,Meal produced,Soybeans,x
2014/02,Canada,Meal produced,Soybeans,x
2014/03,Canada,Meal produced,Soybeans,x
2014/04,Canada,Meal produced,Soybeans,x
2014/05,Canada,Meal produced,Soybeans,x
2014/06,Canada,Meal produced,Soybeans,x
2014/07,Canada,Meal produced,Soybeans,x
2014/08,Canada,Meal produced,Soybeans,x
2014/09,Canada,Meal produced,Soybeans,x
2014/10,Canada,Meal produced,Soybeans,x
2014/11,Canada,Meal produced,Soybeans,x
2014/12,Canada,Meal produced,Soybeans,x
2015/01,Canada,Meal produced,Soybeans,x
2015/02,Canada,Meal produced,Soybeans,x
2015/03,Canada,Meal produced,Soybeans,x
2015/04,Canada,Meal produced,Soybeans,x
2015/05,Canada,Meal produced,Soybeans,x
2015/06,Canada,Meal produced,Soybeans,x
2015/07,Canada,Meal produced,Soybeans,x
2015/08,Canada,Meal produced,Soybeans,x
2015/09,Canada,Meal produced,Soybeans,x
2015/10,Canada,Meal produced,Soybeans,x
2015/11,Canada,Meal produced,Soybeans,x
2015/12,Canada,Meal produced,Soybeans,x
2016/01,Canada,Meal produced,Soybeans,x
2016/02,Canada,Meal produced,Soybeans,x
2016/03,Canada,Meal produced,Soybeans,x
2016/04,Canada,Meal produced,Soybeans,x
2016/05,Canada,Meal produced,Soybeans,x
2016/06,Canada,Meal produced,Soybeans,x
2016/07,Canada,Meal produced,Soybeans,x
2016/08,Canada,Meal produced,Soybeans,x
2016/09,Canada,Meal produced,Soybeans,x
2016/10,Canada,Meal produced,Soybeans,x
2016/11,Canada,Meal produced,Soybeans,x
2016/12,Canada,Meal produced,Soybeans,x
2017/01,Canada,Meal produced,Soybeans,x
2017/02,Canada,Meal produced,Soybeans,x
2017/03,Canada,Meal produced,Soybeans,x
2017/04,Canada,Meal produced,Soybeans,x
2017/05,Canada,Meal produced,Soybeans,x
2017/06,Canada,Meal produced,Soybeans,x
2017/07,Canada,Meal produced,Soybeans,x
2017/08,Canada,Meal produced,Soybeans,x
2017/09,Canada,Meal produced,Soybeans,x
2017/10,Canada,Meal produced,Soybeans,x
2017/11,Canada,Meal produced,Soybeans,x
